,0,1,2
1546,75,142.0,
1547,2,70.0,
1548,54,61.0,
1549,21,16.0,
1550,78,94.0,
1551,27,8.0,
1552,105,46.0,
1553,141,110.0,
1554,50,81.0,
1555,40,138.0,
1556,153,26.0,
1557,144,139.0,
1558,78,148.0,
1559,23,20.0,
1560,66,39.0,
1561,74,69.0,
1562,136,145.0,
1563,77,149.0,
1564,84,86.0,
1565,123,146.0,
1566,112,96.0,
1567,64,63.0,
1568,55,83.0,
1569,122,153.0,
1570,71,34.0,
1571,84,144.0,
1572,30,99.0,
1573,46,77.0,
1574,1,131.0,
1575,112,18.0,
1576,50,4.0,
1577,32,39.0,
1578,48,39.0,
1579,134,69.0,
1580,111,105.0,
1581,4,127.0,
1582,50,48.0,
1583,26,140.0,
1584,158,80.0,
1585,104,1.0,
1586,69,64.0,
1587,142,84.0,
1588,23,19.0,
1589,82,30.0,
1590,15,110.0,
1591,69,48.0,
1592,36,6.0,
1593,135,98.0,
1594,52,119.0,
1595,78,32.0,
1596,133,50.0,
1597,44,21.0,
1598,90,88.0,
1599,66,119.0,
1600,79,61.0,
1601,122,30.0,
1602,115,125.0,
1603,43,111.0,
1604,142,13.0,
1605,80,144.0,
1606,133,11.0,
1607,32,16.0,
1608,148,158.0,
1609,133,141.0,
1610,30,152.0,
1611,88,116.0,
1612,96,156.0,
1613,137,30.0,
1614,22,25.0,
1615,61,126.0,
1616,130,57.0,
1617,53,81.0,
1618,91,136.0,
1619,127,111.0,
1620,100,89.0,
1621,47,39.0,
1622,129,103.0,
1623,51,18.0,
1624,44,107.0,
1625,129,160.0,
1626,40,107.0,
1627,43,93.0,
1628,95,78.0,
1629,109,35.0,
1630,32,37.0,
1631,146,150.0,
1632,145,22.0,
1633,156,18.0,
1634,33,74.0,
1635,60,138.0,
1636,11,38.0,
1637,22,13.0,
1638,49,6.0,
1639,80,153.0,
1640,108,122.0,
1641,59,87.0,
1642,4,129.0,
1643,38,152.0,
1644,96,154.0,
1645,122,138.0,
1646,150,14.0,
1647,10,0.0,
1648,101,81.0,
1649,49,3.0,
1650,32,126.0,
1651,45,43.0,
1652,62,55.0,
1653,111,138.0,
1654,25,68.0,
1655,144,131.0,
1656,143,10.0,
1657,158,9.0,
1658,0,15.0,
1659,81,20.0,
1660,151,150.0,
1661,44,88.0,
1662,143,23.0,
1663,17,35.0,
1664,65,114.0,
1665,132,157.0,
1666,143,147.0,
1667,3,139.0,
1668,122,52.0,
1669,25,131.0,
1670,1,44.0,
1671,7,35.0,
1672,153,19.0,
1673,38,39.0,
1674,13,160.0,
1675,31,94.0,
1676,97,103.0,
1677,120,65.0,
1678,55,95.0,
1679,79,157.0,
1680,117,119.0,
1681,114,23.0,
1682,7,59.0,
1683,64,41.0,
1684,16,116.0,
1685,47,22.0,
1686,48,18.0,
1687,39,96.0,
1688,122,93.0,
1689,33,39.0,
1690,83,6.0,
1691,96,52.0,
1692,22,72.0,
1693,153,109.0,
1694,89,45.0,
1695,92,23.0,
1696,62,45.0,
1697,58,155.0,
1698,134,72.0,
1699,109,148.0,
1700,6,22.0,
1701,59,25.0,
1702,28,13.0,
1703,79,115.0,
1704,54,130.0,
1705,151,114.0,
1706,44,10.0,
1707,146,149.0,
1708,118,7.0,
1709,69,51.0,
1710,70,119.0,
1711,33,8.0,
1712,89,143.0,
1713,34,121.0,
1714,35,14.0,
1715,18,30.0,
1716,37,130.0,
1717,75,128.0,
1718,47,129.0,
1719,104,137.0,
1720,150,114.0,
1721,156,65.0,
1722,87,138.0,
1723,104,124.0,
1724,125,58.0,
1725,26,103.0,
1726,52,151.0,
1727,27,21.0,
1728,13,133.0,
1729,30,40.0,
1730,101,14.0,
1731,119,100.0,
1732,86,78.0,
1733,53,0.0,
1734,19,116.0,
1735,17,29.0,
1736,54,117.0,
1737,147,31.0,
1738,67,53.0,
1739,8,89.0,
1740,39,119.0,
1741,59,70.0,
1742,27,38.0,
1743,69,86.0,
1744,140,88.0,
1745,109,44.0,
1746,32,9.0,
1747,77,76.0,
1748,43,124.0,
1749,2,21.0,
1750,146,76.0,
1751,134,64.0,
1752,64,98.0,
1753,66,149.0,
1754,108,71.0,
1755,55,30.0,
1756,41,158.0,
1757,136,55.0,
1758,76,134.0,
1759,126,151.0,
1760,109,66.0,
1761,3,126.0,
1762,80,124.0,
1763,31,37.0,
1764,93,41.0,
1765,50,4.0,
1766,16,9.0,
1767,94,125.0,
1768,94,46.0,
1769,59,95.0,
1770,155,79.0,
1771,13,46.0,
1772,42,122.0,
1773,151,146.0,
1774,49,16.0,
1775,117,12.0,
1776,68,152.0,
1777,145,68.0,
1778,152,111.0,
1779,85,115.0,
1780,148,100.0,
1781,62,2.0,
1782,116,87.0,
1783,74,28.0,
1784,57,64.0,
1785,39,134.0,
1786,53,19.0,
1787,17,130.0,
1788,143,153.0,
1789,5,60.0,
1790,85,142.0,
1791,74,134.0,
1792,85,61.0,
1793,7,98.0,
1794,157,130.0,
1795,47,22.0,
1796,21,87.0,
1797,90,66.0,
1798,8,139.0,
1799,56,33.0,
1800,20,24.0,
1801,62,151.0,
1802,96,17.0,
1803,104,119.0,
1804,56,103.0,
1805,108,96.0,
1806,10,152.0,
1807,70,146.0,
1808,137,57.0,
1809,125,63.0,
1810,34,128.0,
1811,143,141.0,
1812,65,112.0,
1813,64,80.0,
1814,42,16.0,
1815,117,151.0,
1816,7,58.0,
1817,66,46.0,
1818,91,127.0,
1819,138,96.0,
1820,118,137.0,
1821,40,0.0,
1822,149,28.0,
1823,46,153.0,
1824,134,115.0,
1825,50,150.0,
1826,50,144.0,
1827,151,115.0,
1828,62,107.0,
1829,10,126.0,
1830,135,78.0,
1831,37,13.0,
1832,55,11.0,
1833,101,136.0,
1834,44,45.0,
1835,25,1.0,
1836,22,1.0,
1837,25,0.0,
1838,16,10.0,
1839,73,153.0,
1840,56,80.0,
1841,143,56.0,
1842,128,134.0,
1843,159,57.0,
1844,83,128.0,
1845,117,25.0,
1846,152,145.0,
1847,60,105.0,
1848,123,120.0,
1849,37,150.0,
1850,112,96.0,
1851,127,30.0,
1852,30,11.0,
1853,116,133.0,
1854,100,131.0,
1855,63,38.0,
1856,40,32.0,
1857,144,116.0,
1858,89,11.0,
1859,58,25.0,
1860,6,9.0,
1861,99,27.0,
1862,143,69.0,
1863,157,153.0,
1864,84,82.0,
1865,35,21.0,
1866,44,52.0,
1867,153,80.0,
1868,32,129.0,
1869,136,69.0,
1870,29,65.0,
1871,154,8.0,
1872,146,54.0,
1873,91,10.0,
1874,115,137.0,
1875,54,89.0,
1876,87,1.0,
1877,142,91.0,
1878,68,79.0,
1879,24,105.0,
1880,84,51.0,
1881,9,155.0,
1882,85,50.0,
1883,128,60.0,
1884,2,93.0,
1885,147,69.0,
1886,56,143.0,
1887,59,46.0,
1888,145,59.0,
1889,80,30.0,
1890,88,82.0,
1891,114,150.0,
1892,10,159.0,
1893,29,148.0,
1894,85,108.0,
1895,31,88.0,
1896,50,143.0,
1897,31,152.0,
1898,60,36.0,
1899,54,80.0,
1900,99,73.0,
1901,99,113.0,
1902,75,10.0,
1903,28,128.0,
1904,79,63.0,
1905,7,65.0,
1906,83,50.0,
1907,97,70.0,
1908,65,119.0,
1909,106,9.0,
1910,31,18.0,
1911,71,49.0,
1912,0,22.0,
1913,81,155.0,
1914,81,41.0,
1915,66,84.0,
1916,88,117.0,
1917,113,58.0,
1918,68,1.0,
1919,59,114.0,
1920,124,48.0,
1921,106,32.0,
1922,125,109.0,
1923,96,67.0,
1924,2,9.0,
1925,81,120.0,
1926,94,84.0,
1927,50,111.0,
1928,54,8.0,
1929,8,104.0,
1930,65,126.0,
1931,36,38.0,
1932,53,6.0,
1933,135,111.0,
1934,132,33.0,
1935,106,98.0,
1936,60,124.0,
1937,67,47.0,
1938,94,27.0,
1939,43,117.0,
1940,126,53.0,
1941,56,59.0,
1942,12,54.0,
1943,64,1.0,
1944,60,159.0,
1945,139,23.0,
1946,67,92.0,
1947,78,95.0,
1948,141,50.0,
1949,145,84.0,
1950,157,135.0,
1951,145,96.0,
1952,38,159.0,
1953,71,132.0,
1954,124,152.0,
1955,21,96.0,
1956,121,37.0,
1957,25,144.0,
1958,129,123.0,
1959,48,103.0,
1960,24,36.0,
1961,154,50.0,
1962,66,124.0,
1963,54,133.0,
1964,36,118.0,
1965,8,11.0,
1966,5,76.0,
1967,136,87.0,
1968,104,157.0,
1969,19,12.0,
1970,146,118.0,
1971,76,110.0,
1972,12,42.0,
1973,122,61.0,
1974,83,77.0,
1975,87,101.0,
1976,18,131.0,
1977,147,102.0,
1978,154,35.0,
1979,128,51.0,
1980,86,109.0,
1981,133,46.0,
1982,11,22.0,
1983,111,134.0,
1984,95,2.0,
1985,11,56.0,
1986,12,106.0,
1987,67,154.0,
1988,77,113.0,
1989,97,146.0,
1990,58,114.0,
1991,3,49.0,
1992,81,117.0,
1993,41,19.0,
1994,12,156.0,
1995,72,79.0,
1996,97,103.0,
1997,123,80.0,
1998,42,26.0,
1999,102,118.0,
2000,77,70.0,
2001,93,22.0,
2002,148,126.0,
2003,111,132.0,
2004,34,35.0,
2005,11,60.0,
2006,64,146.0,
2007,136,47.0,
2008,6,150.0,
2009,85,24.0,
2010,78,10.0,
2011,132,131.0,
2012,9,51.0,
2013,124,71.0,
2014,122,68.0,
2015,156,134.0,
2016,16,125.0,
2017,121,49.0,
2018,24,99.0,
2019,31,70.0,
2020,74,137.0,
2021,5,124.0,
2022,149,109.0,
2023,79,149.0,
2024,138,15.0,
2025,160,37.0,
2026,32,62.0,
2027,42,0.0,
2028,9,75.0,
2029,154,36.0,
2030,39,99.0,
2031,23,29.0,
2032,89,149.0,
2033,70,122.0,
2034,20,100.0,
2035,45,54.0,
2036,120,23.0,
2037,47,33.0,
2038,87,130.0,
2039,75,81.0,
2040,29,112.0,
2041,19,25.0,
2042,101,94.0,
2043,16,22.0,
2044,119,87.0,
2045,89,140.0,
2046,155,133.0,
2047,136,144.0,
2048,97,50.0,
2049,146,125.0,
2050,27,119.0,
2051,101,154.0,
2052,64,72.0,
2053,118,55.0,
2054,109,140.0,
2055,17,24.0,
2056,43,59.0,
2057,90,33.0,
2058,1,10.0,
2059,1,12.0,
2060,15,142.0,
2061,45,78.0,
2062,71,26.0,
2063,112,22.0,
2064,20,125.0,
2065,74,55.0,
2066,129,115.0,
2067,111,74.0,
2068,13,131.0,
2069,104,73.0,
2070,83,11.0,
2071,38,61.0,
2072,125,152.0,
2073,55,160.0,
2074,90,98.0,
2075,91,96.0,
2076,74,82.0,
2077,35,26.0,
2078,130,37.0,
2079,140,3.0,
2080,117,59.0,
2081,84,4.0,
2082,46,30.0,
2083,9,149.0,
2084,32,62.0,
2085,78,153.0,
2086,15,53.0,
2087,36,19.0,
2088,41,94.0,
2089,97,12.0,
2090,159,62.0,
2091,28,122.0,
2092,56,136.0,
2093,58,95.0,
2094,108,154.0,
2095,37,7.0,
2096,158,69.0,
2097,8,155.0,
2098,58,158.0,
2099,22,37.0,
2100,32,145.0,
2101,112,74.0,
2102,76,158.0,
2103,158,106.0,
2104,44,35.0,
2105,92,40.0,
2106,75,72.0,
2107,38,47.0,
2108,56,29.0,
2109,19,67.0,
2110,113,156.0,
2111,32,50.0,
2112,54,42.0,
2113,141,122.0,
2114,103,109.0,
2115,31,120.0,
2116,152,2.0,
2117,71,9.0,
2118,158,41.0,
2119,31,150.0,
2120,78,108.0,
2121,116,109.0,
2122,147,153.0,
2123,3,46.0,
2124,24,148.0,
2125,54,91.0,
2126,111,115.0,
2127,114,43.0,
2128,141,107.0,
2129,159,108.0,
2130,152,39.0,
2131,34,25.0,
2132,20,76.0,
2133,147,137.0,
2134,137,160.0,
2135,82,63.0,
2136,152,67.0,
2137,4,132.0,
2138,70,91.0,
2139,57,132.0,
2140,123,140.0,
2141,158,9.0,
2142,43,62.0,
2143,132,103.0,
2144,89,65.0,
2145,12,26.0,
2146,57,154.0,
2147,60,86.0,
2148,147,25.0,
2149,89,48.0,
2150,46,25.0,
2151,135,15.0,
2152,132,131.0,
2153,70,36.0,
2154,51,73.0,
2155,18,149.0,
2156,111,43.0,
2157,33,39.0,
2158,141,74.0,
2159,159,55.0,
2160,94,26.0,
2161,62,33.0,
2162,86,31.0,
2163,37,82.0,
2164,135,156.0,
2165,136,63.0,
2166,101,122.0,
2167,22,28.0,
2168,56,146.0,
2169,141,107.0,
2170,135,87.0,
2171,11,77.0,
2172,5,136.0,
2173,129,67.0,
2174,115,74.0,
2175,7,68.0,
2176,140,92.0,
2177,90,105.0,
2178,76,54.0,
2179,49,69.0,
2180,28,18.0,
2181,19,47.0,
2182,132,133.0,
2183,126,12.0,
2184,28,48.0,
2185,66,22.0,
2186,129,55.0,
2187,82,70.0,
2188,84,30.0,
2189,139,158.0,
2190,40,129.0,
2191,8,1.0,
2192,148,76.0,
2193,52,11.0,
2194,142,131.0,
2195,0,123.0,
2196,55,140.0,
2197,149,131.0,
2198,86,34.0,
2199,98,108.0,
2200,82,65.0,
2201,99,136.0,
2202,74,5.0,
2203,33,8.0,
2204,131,83.0,
2205,105,118.0,
2206,141,116.0,
2207,126,120.0,
2208,91,147.0,
2209,84,132.0,
2210,0,81.0,
2211,76,117.0,
2212,157,91.0,
2213,131,92.0,
2214,18,96.0,
2215,59,35.0,
2216,121,22.0,
2217,104,62.0,
2218,123,70.0,
2219,157,80.0,
2220,102,7.0,
2221,128,153.0,
2222,57,86.0,
2223,94,57.0,
2224,130,86.0,
2225,46,27.0,
2226,153,103.0,
2227,160,84.0,
2228,85,115.0,
2229,81,120.0,
2230,60,19.0,
2231,45,3.0,
2232,131,61.0,
2233,13,54.0,
2234,96,49.0,
2235,63,115.0,
2236,37,112.0,
2237,139,61.0,
2238,88,142.0,
2239,78,29.0,
2240,124,73.0,
2241,102,146.0,
2242,94,110.0,
2243,130,110.0,
2244,86,155.0,
2245,29,32.0,
2246,62,22.0,
2247,32,86.0,
2248,106,22.0,
2249,17,36.0,
2250,60,99.0,
2251,44,31.0,
2252,135,48.0,
2253,10,125.0,
2254,20,96.0,
2255,113,86.0,
2256,69,7.0,
2257,13,90.0,
2258,57,27.0,
2259,151,34.0,
2260,139,45.0,
2261,78,12.0,
2262,111,23.0,
2263,104,89.0,
2264,78,92.0,
2265,145,135.0,
2266,83,105.0,
2267,109,11.0,
2268,89,65.0,
2269,113,114.0,
2270,3,69.0,
2271,152,97.0,
2272,118,90.0,
2273,147,119.0,
2274,116,39.0,
2275,79,111.0,
2276,130,79.0,
2277,129,136.0,
2278,47,119.0,
2279,63,2.0,
2280,40,92.0,
2281,121,152.0,
2282,118,37.0,
2283,141,139.0,
2284,147,50.0,
2285,82,63.0,
2286,116,149.0,
2287,96,31.0,
2288,89,24.0,
2289,159,132.0,
2290,159,94.0,
2291,2,131.0,
2292,109,34.0,
2293,74,126.0,
2294,103,68.0,
2295,137,7.0,
2296,18,133.0,
2297,154,132.0,
2298,59,23.0,
2299,54,84.0,
2300,97,39.0,
2301,133,140.0,
2302,87,129.0,
2303,31,22.0,
2304,5,9.0,
2305,114,159.0,
2306,127,84.0,
2307,16,37.0,
2308,80,62.0,
2309,80,89.0,
2310,146,18.0,
2311,2,65.0,
2312,133,68.0,
2313,62,37.0,
2314,93,109.0,
2315,101,59.0,
2316,151,15.0,
2317,138,135.0,
2318,42,125.0,
2319,69,105.0,
2320,86,149.0,
2321,23,33.0,
2322,40,28.0,
2323,21,66.0,
2324,74,3.0,
2325,46,87.0,
2326,109,157.0,
2327,152,134.0,
2328,154,23.0,
2329,101,9.0,
2330,86,34.0,
2331,158,43.0,
2332,137,71.0,
2333,85,130.0,
2334,92,124.0,
2335,7,35.0,
2336,84,53.0,
2337,58,50.0,
2338,0,131.0,
2339,74,48.0,
2340,53,83.0,
2341,20,62.0,
2342,38,139.0,
2343,59,107.0,
2344,43,13.0,
2345,49,62.0,
2346,156,150.0,
2347,101,40.0,
2348,148,84.0,
2349,136,58.0,
2350,51,59.0,
2351,42,7.0,
2352,82,6.0,
2353,141,131.0,
2354,62,9.0,
2355,56,41.0,
2356,55,77.0,
2357,42,112.0,
2358,150,135.0,
2359,157,149.0,
2360,28,44.0,
2361,45,5.0,
2362,22,152.0,
2363,146,27.0,
2364,101,125.0,
2365,100,58.0,
2366,69,78.0,
2367,122,156.0,
2368,129,8.0,
2369,103,109.0,
2370,16,50.0,
2371,41,149.0,
2372,26,58.0,
2373,126,98.0,
2374,6,37.0,
2375,111,10.0,
2376,142,0.0,
2377,108,160.0,
2378,153,81.0,
2379,14,25.0,
2380,97,95.0,
2381,141,68.0,
2382,91,54.0,
2383,12,127.0,
2384,129,45.0,
2385,139,18.0,
2386,15,145.0,
2387,26,6.0,
2388,70,124.0,
2389,146,22.0,
2390,84,129.0,
2391,47,139.0,
2392,90,16.0,
2393,79,69.0,
2394,6,95.0,
2395,58,126.0,
2396,45,76.0,
2397,143,136.0,
2398,50,106.0,
2399,80,98.0,
2400,101,131.0,
2401,155,35.0,
2402,135,84.0,
2403,159,131.0,
2404,114,43.0,
2405,37,113.0,
2406,19,137.0,
2407,56,136.0,
2408,26,88.0,
2409,142,7.0,
2410,110,89.0,
2411,112,116.0,
2412,156,135.0,
2413,136,128.0,
2414,81,117.0,
2415,78,47.0,
2416,97,53.0,
2417,133,117.0,
2418,3,138.0,
2419,154,9.0,
2420,25,85.0,
2421,82,84.0,
2422,92,46.0,
2423,33,129.0,
2424,152,142.0,
2425,112,114.0,
2426,10,101.0,
2427,7,38.0,
2428,40,45.0,
2429,72,144.0,
2430,22,43.0,
2431,18,28.0,
2432,11,16.0,
2433,82,144.0,
2434,157,154.0,
2435,140,77.0,
2436,13,29.0,
2437,56,137.0,
2438,149,101.0,
2439,114,66.0,
2440,125,155.0,
2441,157,124.0,
2442,132,72.0,
2443,137,57.0,
2444,14,153.0,
2445,110,20.0,
2446,2,67.0,
2447,32,66.0,
2448,20,103.0,
2449,5,97.0,
2450,79,89.0,
2451,40,148.0,
2452,149,116.0,
2453,68,114.0,
2454,151,54.0,
2455,44,158.0,
2456,8,99.0,
2457,102,57.0,
2458,124,159.0,
2459,41,26.0,
2460,16,47.0,
2461,129,92.0,
2462,124,39.0,
2463,100,32.0,
2464,31,5.0,
2465,57,157.0,
2466,114,122.0,
2467,34,121.0,
2468,5,4.0,
2469,4,49.0,
2470,77,90.0,
2471,138,145.0,
2472,136,57.0,
2473,32,45.0,
2474,116,84.0,
2475,81,35.0,
2476,22,40.0,
2477,119,129.0,
2478,108,110.0,
2479,141,133.0,
2480,160,48.0,
2481,78,112.0,
2482,113,145.0,
2483,27,87.0,
2484,56,15.0,
2485,49,74.0,
2486,49,109.0,
2487,140,114.0,
2488,38,35.0,
2489,35,106.0,
2490,20,116.0,
2491,6,10.0,
2492,29,10.0,
2493,14,115.0,
2494,91,16.0,
2495,157,8.0,
2496,77,38.0,
2497,67,90.0,
2498,58,149.0,
2499,130,38.0,
2500,20,4.0,
2501,106,92.0,
2502,149,10.0,
2503,111,148.0,
2504,116,27.0,
2505,21,96.0,
2506,97,129.0,
2507,124,39.0,
2508,59,13.0,
2509,50,155.0,
2510,110,62.0,
2511,146,62.0,
2512,66,133.0,
2513,62,1.0,
2514,77,111.0,
2515,27,32.0,
2516,12,117.0,
2517,91,20.0,
2518,34,36.0,
2519,40,2.0,
2520,98,6.0,
2521,119,70.0,
2522,74,65.0,
2523,58,41.0,
2524,110,140.0,
2525,69,115.0,
2526,116,69.0,
2527,19,73.0,
2528,129,26.0,
2529,22,79.0,
2530,9,94.0,
2531,87,125.0,
2532,88,129.0,
2533,20,135.0,
2534,140,84.0,
2535,114,78.0,
2536,98,108.0,
2537,68,84.0,
2538,75,58.0,
2539,5,59.0,
2540,140,141.0,
2541,16,28.0,
2542,36,44.0,
2543,33,78.0,
2544,82,67.0,
2545,124,122.0,
2546,35,150.0,
2547,128,86.0,
2548,146,106.0,
2549,112,136.0,
2550,60,146.0,
2551,109,13.0,
2552,110,36.0,
2553,41,147.0,
2554,35,147.0,
2555,53,126.0,
2556,102,88.0,
2557,104,39.0,
2558,28,135.0,
2559,22,4.0,
2560,44,32.0,
2561,17,25.0,
2562,146,142.0,
2563,7,131.0,
2564,153,42.0,
2565,2,21.0,
2566,94,138.0,
2567,52,10.0,
2568,127,38.0,
2569,143,72.0,
2570,54,29.0,
2571,91,20.0,
2572,22,105.0,
2573,110,3.0,
2574,72,124.0,
2575,157,58.0,
2576,143,30.0,47.0
2577,145,83.0,43.0
2578,17,134.0,35.0
2579,16,62.0,51.0
2580,83,19.0,109.0
2581,152,63.0,4.0
2582,92,53.0,117.0
2583,108,128.0,27.0
2584,56,106.0,26.0
2585,137,101.0,129.0
2586,145,68.0,156.0
2587,74,99.0,64.0
2588,65,64.0,35.0
2589,155,50.0,106.0
2590,69,104.0,30.0
2591,142,1.0,66.0
2592,85,143.0,157.0
2593,108,158.0,26.0
2594,72,34.0,37.0
2595,122,50.0,140.0
2596,48,155.0,108.0
2597,115,47.0,39.0
2598,87,65.0,40.0
2599,117,40.0,112.0
2600,113,140.0,104.0
2601,125,102.0,14.0
2602,144,53.0,140.0
2603,93,104.0,79.0
2604,1,84.0,83.0
2605,2,47.0,127.0
2606,102,128.0,51.0
2607,69,107.0,55.0
2608,77,73.0,127.0
2609,64,35.0,3.0
2610,99,30.0,18.0
2611,5,133.0,129.0
2612,58,156.0,73.0
2613,102,14.0,107.0
2614,116,96.0,158.0
2615,36,66.0,137.0
2616,64,99.0,56.0
2617,77,3.0,13.0
2618,92,112.0,9.0
2619,37,96.0,155.0
2620,116,95.0,100.0
2621,16,0.0,118.0
2622,57,113.0,131.0
2623,32,112.0,33.0
2624,72,149.0,92.0
2625,135,111.0,17.0
2626,130,2.0,75.0
2627,82,28.0,42.0
2628,53,7.0,24.0
2629,35,129.0,128.0
2630,82,26.0,69.0
2631,131,6.0,41.0
2632,63,124.0,158.0
2633,79,80.0,146.0
2634,108,101.0,152.0
2635,127,109.0,135.0
2636,29,9.0,55.0
2637,53,86.0,4.0
2638,9,85.0,1.0
2639,140,55.0,16.0
2640,33,18.0,36.0
2641,104,39.0,136.0
2642,14,90.0,151.0
2643,27,153.0,21.0
2644,29,16.0,35.0
2645,45,60.0,66.0
2646,63,13.0,62.0
2647,154,45.0,124.0
2648,30,49.0,2.0
2649,114,19.0,111.0
2650,159,120.0,107.0
2651,10,35.0,22.0
2652,109,74.0,1.0
2653,8,123.0,126.0
2654,30,72.0,11.0
2655,55,49.0,1.0
2656,36,40.0,100.0
2657,16,63.0,149.0
2658,125,147.0,69.0
2659,150,75.0,41.0
2660,31,36.0,99.0
2661,134,109.0,143.0
2662,70,139.0,116.0
2663,40,126.0,80.0
2664,104,122.0,111.0
2665,107,55.0,31.0
2666,108,123.0,117.0
2667,10,125.0,85.0
2668,136,149.0,114.0
2669,25,12.0,85.0
2670,3,114.0,104.0
2671,99,89.0,116.0
2672,33,13.0,58.0
2673,136,139.0,14.0
2674,136,51.0,98.0
2675,114,66.0,16.0
2676,157,34.0,122.0
2677,39,32.0,15.0
2678,133,18.0,79.0
2679,156,41.0,81.0
2680,127,140.0,136.0
2681,65,25.0,136.0
2682,9,51.0,159.0
2683,67,69.0,159.0
2684,142,98.0,88.0
2685,75,22.0,13.0
2686,147,117.0,95.0
2687,120,155.0,149.0
2688,8,33.0,147.0
2689,147,74.0,23.0
2690,1,49.0,143.0
2691,147,48.0,3.0
2692,73,38.0,131.0
2693,116,158.0,99.0
2694,120,42.0,30.0
2695,45,152.0,78.0
2696,27,70.0,14.0
2697,9,59.0,67.0
2698,53,72.0,92.0
2699,17,50.0,132.0
2700,72,91.0,96.0
2701,76,109.0,40.0
2702,113,128.0,34.0
2703,113,71.0,52.0
2704,0,139.0,156.0
2705,141,18.0,106.0
2706,16,37.0,145.0
2707,138,6.0,15.0
2708,31,49.0,47.0
2709,96,45.0,18.0
2710,118,26.0,117.0
2711,143,66.0,12.0
2712,120,96.0,110.0
2713,160,90.0,103.0
2714,97,49.0,131.0
2715,60,25.0,134.0
2716,82,59.0,23.0
2717,19,132.0,38.0
2718,57,80.0,86.0
2719,129,147.0,105.0
2720,116,148.0,8.0
2721,110,64.0,138.0
2722,75,9.0,53.0
2723,128,4.0,29.0
2724,157,146.0,104.0
2725,14,152.0,93.0
2726,65,77.0,3.0
2727,57,38.0,37.0
2728,137,80.0,5.0
2729,31,6.0,156.0
2730,135,147.0,64.0
2731,108,31.0,45.0
2732,107,146.0,121.0
2733,59,126.0,75.0
2734,65,141.0,107.0
2735,67,108.0,53.0
2736,149,64.0,88.0
2737,126,157.0,77.0
2738,59,108.0,124.0
2739,126,159.0,58.0
2740,31,156.0,42.0
2741,105,114.0,151.0
2742,20,101.0,39.0
2743,64,134.0,18.0
2744,73,120.0,143.0
2745,42,5.0,71.0
2746,131,147.0,14.0
2747,139,6.0,48.0
2748,128,99.0,150.0
2749,99,59.0,87.0
2750,91,130.0,45.0
2751,92,46.0,1.0
2752,49,55.0,60.0
2753,124,36.0,28.0
2754,143,72.0,149.0
2755,159,82.0,9.0
2756,119,121.0,14.0
2757,58,79.0,98.0
2758,33,148.0,11.0
2759,30,44.0,67.0
2760,69,3.0,60.0
2761,8,49.0,61.0
2762,20,132.0,84.0
2763,79,51.0,68.0
2764,25,17.0,55.0
2765,106,15.0,56.0
2766,65,85.0,106.0
2767,118,12.0,107.0
2768,154,130.0,101.0
2769,108,145.0,38.0
2770,22,114.0,84.0
2771,122,88.0,137.0
2772,81,116.0,97.0
2773,62,112.0,40.0
2774,155,151.0,115.0
2775,28,75.0,55.0
2776,105,8.0,112.0
2777,102,30.0,26.0
2778,83,54.0,130.0
2779,150,115.0,6.0
2780,21,7.0,26.0
2781,145,105.0,151.0
2782,102,82.0,23.0
2783,36,81.0,116.0
2784,56,5.0,35.0
2785,156,30.0,8.0
2786,82,154.0,39.0
2787,68,127.0,122.0
2788,107,25.0,143.0
2789,4,135.0,49.0
2790,128,21.0,29.0
2791,145,129.0,48.0
2792,140,155.0,160.0
2793,127,109.0,67.0
2794,88,111.0,47.0
2795,110,141.0,11.0
2796,34,39.0,108.0
2797,63,2.0,68.0
2798,122,119.0,79.0
2799,26,125.0,12.0
2800,144,113.0,28.0
2801,18,37.0,99.0
2802,41,134.0,150.0
2803,93,77.0,38.0
2804,36,81.0,48.0
2805,129,11.0,4.0
2806,62,154.0,96.0
2807,35,103.0,75.0
2808,3,24.0,124.0
2809,51,136.0,105.0
2810,102,116.0,46.0
2811,154,148.0,74.0
2812,51,121.0,145.0
2813,3,15.0,41.0
2814,118,40.0,81.0
2815,129,15.0,57.0
2816,129,131.0,33.0
2817,149,124.0,44.0
2818,0,40.0,138.0
2819,71,63.0,127.0
2820,56,152.0,38.0
2821,134,10.0,128.0
2822,121,34.0,157.0
2823,13,143.0,116.0
2824,22,14.0,125.0
2825,55,110.0,15.0
2826,93,107.0,82.0
2827,82,73.0,52.0
2828,100,155.0,17.0
2829,125,113.0,83.0
2830,103,7.0,157.0
2831,146,24.0,13.0
2832,98,131.0,143.0
2833,89,76.0,73.0
2834,19,61.0,148.0
2835,125,135.0,96.0
2836,30,88.0,123.0
2837,28,129.0,74.0
2838,51,122.0,143.0
2839,79,134.0,5.0
2840,39,95.0,25.0
2841,44,7.0,47.0
2842,106,109.0,145.0
2843,91,128.0,2.0
2844,145,90.0,113.0
2845,31,40.0,99.0
2846,25,124.0,35.0
2847,139,108.0,25.0
2848,26,113.0,119.0
2849,73,79.0,155.0
2850,51,60.0,97.0
2851,144,44.0,108.0
2852,14,98.0,126.0
2853,105,148.0,74.0
2854,85,16.0,7.0
2855,145,10.0,93.0
2856,145,92.0,34.0
2857,52,112.0,63.0
2858,67,111.0,8.0
2859,72,87.0,47.0
